Route,Count
neeleswaram konnakkad,1
konnakkad payyannur,2
thaliparamba alakkode (stay),1
payyannur josegiri (stay),6
payyannur railway station thayyeni,4
kollam chakkulathukavu,1
thamarassery mukkam,1
ponkunnam ernakulam kaloor,2
ernakulam kaloor alappuzha,18
kottayam kuzhimavu,1
pala kaippally,2
kaippally ayyampara,1
ayyampara erattupetta,1
kottarakkara coimbatore,4
palliyath perambra,4
padinjarathara mananthavady,4
kudiyanmala ranny,1
karuvarakundu perinthalmanna,7
puliyoor tvm medical college,1
vithura iqbal college,1
vithura manaly,1
manaly vithura culvert,1
vithura attukal,1
attukal vithura,1
pathanapuram kumaramkudy,2
kumaramkudy pathanapuram,2
pathanapuram gandhi bhavan,2
gandhi bhavan pathanapuram,1
gandhi bhavan poonkulanji,1
vellamthety adoor,1
pavangad oorkkadavu,1
kozhikkode oorkkadavu,1
oorkkadavu pavangad,1
oorkkadavu thamarassery,1
kozhikkode meppayur,1
kozhikkode medical college meppayur,2
meppayur kozhikode medical college,2
meppayur koilandi,1
koilandi meppayur (stay),1
medical college kozhikkode,1
pavangad kozhikkode,1
kodakara puthukkad,1
chettakkandy kozhikkode,1
thrissur varandarappilly,2
palamattom ernakulam,17
kothamangalam kottappady,1
kottappady kothamangalam,1
kothamangalam pareekanni,1
vadattupara ernakulam,1
muvattupuzha venmany,1
venmany muvattupuzha,1
chelachuvadu muvattupuzha,1
munnar thiruvananthapuram,5
perambra palliyath,4
thiruvalla kallunkal,2
pala amritha medical college,1
amritha medical college pala,1
pala kudiyanmala,1
kudiyanmala pala,1
kumily pala,1
pala kumily,1
pala thrissur,2
erattupetta adukkam,1
chengannur parumala (stay),1
nilambur tk colony (stay),1
tk colony kozhikkode,1
thiruvalla madurai,1
aryankavu thiruvananthapuram,1
kottarakkara aryankavu,1
kottarakkara thiruvananthapuram (end to end),39
thiruvananthapuram kottarakkara (end to end),39
aryankavu kottayam,1
thiruvananthapuram pezhumthuruth,1
pezhumthuruthu thiruvananthapuram,1
kumbalam thriuvananthapuram,1
ashtamudi thiruvananthapuram,1
kannur thrissur,3
thrissur kannur,3
konnakkad kottayam,1
cherupuzha nedumkandam,1
nedumkandam cherupuzha,1
payyannur bangalore,2
olive mount thuravoor,1
piravom brahmamangalam,1
brahmamangalam aluva,1
aluva brahmamangalam,1
brahmamangalam vytilla hub,1
thandirikkal aluva,10
aluva kadamakkudy,2
puthenvelikara aluva,3
aluva puthenvelikara (stay),3
aluva manjaly,1
pattikad chalakudy,2
pattikad angamaly,1
adoor aluva,1
thenkasi pathanamthitta,2
thalachira thiruvananthapuram,1
nedumangad kottarakkara,1
ambalakandy kannur,1
iritty ambalakandy (stay),3
mattannur paradanchal,2
paradanchal mattannur,1
thenmala kollam,1
kottarakkara thalachira,1
thalachira kottarakkara,1
kottarakkara pakalkuri temple (stay),1
pakalkuri temple kottarakkara,1
kottarakkara pazhinjam,1
pazhinjam kottarakkara,1
kottarakkara thalachira temple,2
thalachira temple kollam,1
pulinkunnu engineering college changanassery,28
mancombu temple changanassery,6
mancombu temple chingavanam,1
mannarasala oachira,1
changanassery kidangara,1
kidangara changanassery,1
thiruvalla kunnamkery,1
changanassery oorukkary,2
oorukkary changanassery,2
pathanamthitta vallicode kottayam,27
thiruvalla kottangal,2
venmany thodupuzha,3
thodupuzha venmany,4
thodupuzha blathy,2
blathy thodupuzha,1
blathy erattupetta,1
thodupuzha vellakayam,1
vellakayam thodupuzha,1
thodupuzha guruvayoor,2
moolamattom thrissur,1
thrissur moolamattom,1
moolamattom anthyanpara,1
anthyanpara ernakulam,1
moolamattom mankulam,1
mankulam ernakulam,1
ambalappuzha pala,13
pala parumala pally,1
kollam (chinnakada) pangodu,2
pangodu kollam,1
kollam veliyam,1
kollam civil station veliyam,2
veliyam kollam (chinnakada),3
chalakudy vellikulangara,8
veliyam karunagappally,1
chalakudy vellikulangara (stay),9
kollam kareepra,1
kottayam thiruvananthapuram (except mon),35
kottayam varkala sivagiri,1
varkala sivagiri kottayam,1
mysore kottayam,1
pathinanchil kadavu vadakkenada,2
vadakkenada pathinanchil kadavu,1
vadakkenada kottayam,1
kuzhimavu kanjirappally,1
kanjirappally mundakayam,1
kottayam kuzhitholu,1
kuzhitholu kottayam,2
kottayam nedumkandam,2
irinjalakuda nambiankavu,1
nambiankavu mathilakam,1
kanhangad depot payyannur,41
kavalam lisio alappuzha,2
punalur pangooppara,2
alappuzha kavalam lisio,2
pangooppara pattazhy temple,1
cherthala vadackal,1
punalur panampatta,1
ernakulam vytilla hub kumily,17
panampatta punalur,1
vadackal alappuzha,1
cherthala vandanam medical college,4
kavalam chingavanam,1
changanassery vandanam medical college,1
vandanam medical college changanassery,1
thamarassery chundathumpoyil,1
thiruvananthapuram paruthippally,2
kattakkada paruthippally (stay),1
adimaly muttukad (stay),3
muttukad adimaly,2
thamarassery kunnamangalam,1
ottasekharamangalam kanjiramkulam,2
kanjiramkulam ottasekharamangalam,2
kanjiramkulam pazhamala,1
pazhamala kanjiramkulam,1
vizhinjam karakanom,1
karakanom neyyattinkara,1
karunagappally kunnathur,1
thrissur karunagappally,1
madurai thiruvalla,1
thiruvalla thrissur,1
alappuzha kendriya bhavan kakkanad,2
nilambur kanjirappally,1
maruthakadavu kanjirappally,1
kendriya bhavan kakkanad alappuzha,2
palakkad tholanur,14
palakkad tholanur (stay),15
cherthala arookutty,1
arookutty thiruvananthapuram,1
vamanapuram vembayam,1
vamanapuram gokulam medical college,1
pathanamthitta coimbatore,1
santhanpara kottayam,1
padichira pathanamthitta,1
perumbavoor arthunkal,1
arthunkal malayattoor,1
malayattoor thrissur,20
thrissur malayattoor,23
malayattoor perumbavoor,1
thiruvananthapuram pengamukku,1
pengamukku thiruvananthapuram,1
thiruvananthapuram thiruvilwamala,5
kumily nedumkandam,1
nedumkandam kumily,1
kothamangalam sulthan bathery,1
thadikkakadavu kakkanad,1
vikas bhavan neyyar dam,1
kakkanad angamaly,1
mananthavady padinjarathara,4
amritha medical college koothattukulam,1
kattappana chelachuvadu,1
chelachuvadu kattappana,1
kattappana kodalipara,1
kodalipara kattappana,1
kattappana melechinnar,1
melechinnar kattappana,1
koothattukulam thiruvananthapuram,1
thiruvananthapuram ponmudi (stay),6
aryankavu rosemala,1
rosemala kollam,1
kollam rosemala,1
sulthan bathery cherambadi,6
sulthan bathery erumad,1
erumad sulthan bathery,1
adoor poomaruthikuzhi,1
adoor poomaruthikuzhi (stay),2
poomaruthikuzhi adoor,2
poomaruthikuzhi kaduvathodu,1
poomaruthikuzhi enath,1
thrissur vattolly,2
vattolly thrissur,2
nedumkandam kottayam medical college,5
kottayam medical college nedumkandam,10
bangalore kalpetta,1
kalpetta bangalore,1
muvattupuzha paingottor,1
perumbavoor kozhikkode,1
kozhikkode railway station anakkampoyil,11
kozhikkode chembukadavu (stay),1
kozhikkode kottarakothu,1
kottarakothu kozhikkode,1
kozhikkode cheruvadi,3
vithura ernakulam,1
ernakulam vithura,1
vithura erattupetta,1
erattupetta vithura,1
pandalam thiruvananthapuram,5
mallappally pandalam,1
angamaly kalady,2
kalady angamaly,1
ponkunnam kottayam,1
chemmannar kottayam,2
neyyatinkara vazhichal,1
vazhichal neyyatinkara,1
vellarada amboori,1
elanji tv puram,1
vaikkom moothedathukavu,1
moothedathukavu ernakulam,1
neerkadavu vaikkom,1
vaikkom neerkadavu,1
karingannoor kayamkulam,1
kayamkulam parippally,1
alappuzha kottarakkara,2
punalur changanasserry,2
changanasserry punalur,1
ernakulam panambukadu,1
kumily kollam,2
chathannoor thiruvananthapuram,1
veliyam west tvm medical college,1
chengannur elavumthitta (stay),3
chengannur cheriyanad,1
kollam civil station thiruvananthapuram,105
cheriyanad chengannur,1
kalakkode thiruvananthapuram,1
chengannur thiruvanvandoor,1
thiruvanvandoor chengannur,1
pala elamkadu,1
chengannur ramankary,2
oachira punalur,1
thiruvananthapuram sulthan bathery (minnal deluxe),5
ramankary chengannur,2
thiruvananthapuram mananthavady (minnal deluxe),3
sulthan bathery thiruvananthapuram (minnal deluxe),5
mananthavady thiruvananthapuram (minnal deluxe),3
thiruvananthapuram palakkad (minnal deluxe),22
palakkad thiruvananthapuram (minnal deluxe),26
thiruvananthapuram munnar (minnal deluxe),5
munnar thiruvananthapuram (minnal deluxe),6
pathanapuram darbha,1
darbha pathanapuram,1
kottayam malikakadavu,1
kottayam nagambadam malikakadavu,3
erattupetta vellani,1
kottayam vellani,1
ernakulam chengannur,2
vellani mankompu school,1
mankompu school pala,1
muvattupuzha vannapuram,1
parassinikadavu hq hospital,1
kannur kappimala,1
kappimala thaliparamba,1
thaliparamba hq hospital,1
thaliparamba mavumchal,1
kuttiady koottalida,1
karimanthode pathanamthitta,3
karimanthode konni,2
palakkad karappara (stay),7
palakkad victoria,6
muvattupuzha mullaringadu,1
mullaringadu muvattupuzha,1
parakkadavu kaloor,1
ernakulam pattimattom,1
kodakara thuruthipuram,1
vellikulangara kodungallur,1
kodungallur kochukadavu,2
kochukadavu irinjalakuda,1
thodupuzha perumala,1
perumala thodupuzha,1
aluva kanthalloor,1
kanthalloor aluva,1
pammathinkeezh thiruvananthapuram,2
thiruvananthapuram pammathinkeezh,2
pammathinkeezh venjaramoodu,1
venjaramoodu bhoothamadakki,1
kollam chirakkara temple,2
bhoothamadakki venjaramoodu,2
chirakkara temple parippally,2
kollam chirakkara,1
kollam civil station chirakkara temple,3
chirakkara kollam civil station,1
chathannoor varkala,1
varkala kollam civil station,3
mannarkad walayar,1
kollam civil station kayamkulam,25
kayamkulam kallambalam,1
chathannoor veliyam,1
walayar palakkad,2
veliyam parippally,2
walayar kozhikkode,2
kozhikkode walayar,1
thiruvilwamala thiruvananthapuram,1
nayadampoyil kozhikkode,1
aluva chendamangalam,1
chendamangalam aluva,1
chalakudy konnakuzhy,4
konnakuzhy elanchery,1
athirappally thrissur,1
konnakuzhy chalakudy,1
chalakudy palappilly,1
perumon attingal,1
perumon parippally,1
attingal perumon,1
kollam pezhumthuruthu,1
kollam civil station pezhumthuruthu,2
pezhumthuruthu kollam,2
parippally kollam civil station,18
kollam vellanathuruth,2
chathannoor nellettil,1
chirakkara panchayath kollam,2
parippally veliyam,2
parippally karicode,1
chathannoor kollam,3
marakkulam kottarakkara,1
kottarakkara kottiyam,1
karicode chathannoor,1
chathannoor kurumandal,1
kurumandal kollam,2
kollam kurumandal,1
chathannoor punalur,1
vytilla hub thuravoor,2
pathanamthitta angamoozhy,2
moozhiyar pathanamthitta,1
thuravoor vaduthala,1
pathanamthitta moozhiyar (stay),1
kattappana njarakavala,2
njarakavala kattappana,2
kattappana chembakappara (stay),1
chembakappara kattappana,1
pulingome payyannur railway station,2
cheemeni cheruvathoor,1
angamaly kalady plantation (stay),5
kaniyapuram kottayam,1
kaniyapuram punalur,1
punalur kaniyapuram,1
chathanoor attingal,1
palakkad edathanattukara,5
anakkatty edathanattukara,1
palakkad nss engineering college,5
nss engineering college palakkad,1
palakkad palakkad (circular),16
kadampuzha pattambi,1
pattambi kadampuzha,1
ponmudi neyyattinkara,1
kodakara mannuthy,3
adoor dalawa jn,1
vandanam medical college andhakaranazhy,1
dalawa jn kottayam,1
guruvayoor mannady,1
chakkittapara piravom,1
mannuthy kodakara,3
kothamangalam adimaly,1
kodungallur aroor,1
munnar thekkady,1
thaloor parassinikadavu,1
thekkady munnar,1
varkala sivagiri nedumkandam,1
badiyadka kandiri,1
kandiri kasargod,1
thrissur pala,2
pala anakkatty,2
anakkatty pala,2
pala olippara,1
olippara pala,1
neyyattinkara poozhikunu,1
kodakara chalakudy,1
kodakara elanchery,1
parathanam mundakayam,1
kottayam pullikkanam,1
pullikkanam pala,1
piravom vytilla hub,1
kolenchery ernakulam,1
vytilla hub kolenchery,1
piravom amritha medical college,1
piravom muvattupuzha,4
muvattupuzha piravom,2
vaikkom eloor,2
eloor vaikkom,1
eloor thanneermukkom,1
thanneermukkom vaikkom,1
pala kayoor,1
guruvayoor nedumkandam,1
thodupuzha muttom court,1
thandirikkal kakkanad,1
guruvayoor palani,3
muttom court thodupuzha,2
pala chennad,1
thiruvananthapuram ezhukone,1
ezhukone thiruvananthapuram,1
hq hospital kannur,1
vadakara valook,1
kozhikkode palliyath,1
kannur kottiyoor (stay),1
palliyath ulliyeri,1
chanthiroor iritty,1
chellanam poochakkal,1
thoppumpady chellanam,1
thiruvananthapuram paruthikuzhy,1
nedumangad peroorkada,2
thiruvananthapuram pachamala,5
nedumangad cheppilode (stay),7
kolllam civil station sinkarpally,3
sinkarpally kolllam civil station,2
kolllam sinkarpally,2
anacode secretariat,1
thiruvananthapuram anacode,1
poovachal thiruvananthapuram,1
iritty chanthiroor (stay),1
thamarassery muthapanpuzha (stay),1
attappilly thrissur,2
attappilly amballur,1
mupliyam puthukkad,3
puthukkad chanothupalam,1
chanothupalam thrissur,1
pathanamthitta palakkad,2
palakkad pathanamthitta,5
pathanamthitta thenkasi,2
kozhikkode tirur,3
charummoodu thiruvalla,1
chengannur mithrakari,1
mithrakari thiruvalla,1
kattakkada kuttichal,6
kuttichal kattakkada,6
punalur cherukadavu,1
cherukadavu punalur,1
tvm medical college chirayinkeezhu,3
irinjalakuda chottanikara,1
chottanikara irinjalakuda,1
chottanikara chalakudy,1
chalakudy chottanikara,1
nooradi palakkad,1
thrissur malampuzha,24
malampuzha kongad,1
kamballur kasaragod,1
kanhangad cheerkkayam,1
neeleswaram cheerkkayam,1
irinjalakuda vellanicode,1
vellanicode irinjalakuda,1
vellanicode chalakudy,1
chalakudy vellanicode,1
irinjalakuda palakkad,1
palakkad irinjalakuda,5
irinjalakuda munnar,1
kannur josegiri,1
kannur arivilanjapoil (stay),1
arivilanjapoil kannur,1
josegiri kannur,1
arivilanjapoil josegiri,1
karuvanchal arivilanjapoil,1
josegiri karuvanchal,1
iritty mudakozhi,2
mudakozhi thaliparamba,1
thaliparamba iritty,1
koorachundu kozhikkode,1
thamarassery thusharagiri,1
thusharagiri kozhikkode,2
thusharagiri kunnamangalam,1
thiruvananthapuram kaiyikkavila,1
kaiyikkavila thiruvananthapuram,1
thrissur thuruthipuram,1
thuruthipuram mala,1
kollam (chinnakada) kallambalam,10
kallambalam kollam (chinnakada),6
paradanchal kannur,1
thillankeri kakkayangad,1
kakkayangad mattannur,1
thaliparamba perumbadavu (stay),4
kannur perumbadavu,1
kurottupara kozhikkode,2
adoor alappuzha,2
aluva mannuthy,1
mannuthy angamaly,6
cherthala chalakudy,3
chalakudy kayakkody,1
kayakkody chalakudy,1
konni padam,1
padam pathanamthitta,1
anchal konni,1
perumthenaruvi valiyakavu,2
ernakulam kothad ferry,1
kannur thiruvananthapuram (minnal deluxe),5
bangalore payyannur,2
cheemeni kozhikkode,1
ernakulam puthuppally,2
puthuppally ernakulam,1
puthuppally vaikkom,1
bharananganam ernakulam,2
kottayam mannady,1
adimaly theni,1
theni adimaly,1
valanchery pattambi,1
pattambi manjeri,1
nellanad thiruvananthapuram,1
venjaramoodu poochedikadu,1
poochedikadu venjaramoodu,1
tvm medical college poochedikadu,1
bharathanoor tvm medical college,1
moonnanakuzhy kanyakulangara,1
venjaramoodu vellumannadi,1
vellumannadi venjaramoodu,1
tvm medical college pammathinkeezh,1
cheruvalam peringamala,1
amritha medical college piravom,1
adukkam thiruvananthapuram,1
thiruvananthapuram kaipally,1
kaipally erattupetta,1
angamaly eloor,2
neyyatinkara aryancode (stay),1
aryancode thiruvananthapuram,1
mandapathinkadavu thiruvananthapuram,1
kozhencherry punalur,1
attingal varkala (stay),52
attingal kottarakkara,1
cherukadavu kottarakkara,1
kozhikkode edavannappara,1
edavannappara kozhikkode,1
edavannappara vazhakkad (stay),1
kattakkada secretariat,1
tvm medical college kottoor,1
pooppally champakulam,1
angamaly palappilly,1
chalakudy irinjalakuda,1
thiruvananthapuram mavelikkara,1
tirur vazhikkadavu,1
vazhikkadavu malappuram,1
malappuram nilambur,1
thannithodu konni,1
karimanthode kottayam,1
erumely ernakulam vytilla hub,4
ernakulam vytilla hub koruthodu,2
koruthodu ponkunnam,1
vallikkavu ernakulam,1
perumthenaruvi pathanamthitta,1
edamuri pathanamthitta,1
ranny changanasserry,1
kottayam thookkupalam,70
thrissur vellikulangara (stay),9
chengannur parumala church,1
kasargod kattukukke,3
kattukukke badiyadka,1
badiyadka belinje,1
belinje badiyadka,1
palakunnu chattanchal,1
kasargod perumbala,4
perumbala kasargod,2
parappuram angamaly,1
parappuram kakkanad,1
palakkad kattappana,5
kasargod kanderi,3
kanderi kasargod,1
kozhikkode devala,1
devala kozhikkode,1
gudalur kozhikkode,1
poovachal east fort,2
east fort poovachal,2
pachoor oyoor,1
oyoor pachoor,1
kottarakkara anakottoor,1
anakottoor kottarakkara,1
vythiri mananthavady,3
cheruvadi thamarassery,1
thamarassery cheruvadi,1
tvm medical college nellimoodu,1
kalpetta panamaram,1
kozhikkode kodiyathur (stay),1
adoor chakkulathukavu,2
chakkulathukavu adoor,1
chakkulathukavu kottarakkara,1
kottarakkara changanassery,1
kattakkada puthenkavuvila,1
chathancode thiruvananthapuram,1
thookkupalam kottayam,1
kollam chathannoor,4
koothattukulam thirumandhamkunnu,1
palakkad mallappally,5
kayamkulam kulathupuzha,1
kulathupuzha oachira,1
chembukadavu kozhikkode,1
chippilithode thamarassery,1
kallar neyyatinkara,1
athirappally angamaly,1
kaliyikkavila kadukara,1
kadukara kaliyikkavila,1
thrissur konnakuzhy,1
parassala karode,1
konnakuzhy thrissur,1
karode parassala,1
annammanada chalakudy,1
karode thiruvananthapuram,2
kollam malayilkadavu,2
elanchery kodakara,2
thiruvananthapuram karode,2
malayilkadavu kollam,2
parassala kodankara,1
kodakara vellikulangara,1
konnakuzhy palayamparambu,1
nedumangad muthuvila,1
edathuva arthissery,1
muhamma vandanam medical college,1
thrissur medical college azhikode,2
azhikode thrissur medical college,1
vandanam medical college muhamma,1
arattupuzha alappuzha,2
palayamparambu chalakudy,1
nedumbassery airport thrissur,1
thiruvananthapuram kicma college,1
kicma college kattakkada,1
eramallikara kottayam,1
puthukkad chalakudy,4
othera chengannur,2
chengannur othera,1
amballur puthukkad,1
kottarakkara pattazhy (stay),40
kozhikkode elevancherry,1
elevancherry kozhikkode,1
elevancherry palakkad,1
palakkad elevancherry,5
malampuzha thrissur,20
gopalapuram chittoor,2
puthukkad mupliyam,3
gopalapuram kozhikkode,1
kozhikkode gopalapuram,7
thrissur vytilla mobility hub,1
vytilla mobility hub thrissur,1
coimbatore pathanamthitta,1
thiruvananthapuram aranmula,1
pathanamthitta vazhikkadavu,1
vazhikkadavu pathanamthitta,1
pathanamthitta karimanthode (stay),5
thodupuzha amritha medical college,1
tvm medical college kodankara,1
malampuzha vaikkom,1
palakkad changanassery,5
mundakayam konnakkad,1
konnakkad mundakayam,1
champakulam poopally,1
poopally champakulam,1
victoria palakkad,2
karappara palakkad,3
vallur thrissur,1
ernakulam bharananganam,1
kumily konnakkad,1
konnakkad kumily,1
kumily alappuzha,3
chalakudy thrissur medical college,82
thrissur medical college puthukkad,11
thiruvananthapuram secretariat,1
chalakudy agricultural univeristy,1
secretariat meenankal,1
nedumangad punalur,1
vaikkom kattappana,1
kumily kodungallur,1
kattappana cherthala,1
piravom parassinikadavu,1
vaikkom munnar,1
vaikkom malampuzha,1
ernakulam mangalapuram,1
ernakulam manjanikkara dayara,1
mangalapuram ernakulam,1
bharananganam changanassery,1
puthukkad varandarappilly,1
bharananganam kainakary,1
varandarappilly thrissur,2
changanassery bharananganam,1
kainakary changanassery,1
thengamam kottarakkara,1
alappuzha adoor,1
adoor kozhikkode,1
kozhikkode adoor,1
